allo	7	10	5	 pA_B	
véritable	2	3	1	 pA_I	
remise	2	3	1	 pA_I	
en	2	3	2	 pA_I	
question	2	2	1	 pA_L	
	 	 	 	 	 
alors	2	2	2	 pA_B	
plusieurs	3	4	2	 pA_I	
approches	3	4	30	 pA_I	
se	3	3	2	 pA_I	
proposent	2	3	29	 pA_I	
euh	1	2	29	 pA_I	
à	2	2	1	 pA_I	
nous	3	5	2	 pA_I	
dans	2	2	2	 pA_I	
cette	2	2	1	 pA_I	
optique	3	3	1	 pA_I	
de	2	2	2	 pA_I	
l	2	3	2	 pA_I	
analyse	2	3	2	 pA_I	
euh	2	2	1	 pA_I	
territoriale	3	4	1	 pA_I	
de	2	2	1	 pA_I	
la	2	2	2	 pA_I	
vigne	2	3	2	 pA_I	
et	2	2	1	 pA_I	
du	2	2	1	 pA_I	
vin	3	5	1	 pA_I	
je	2	3	2	 pA_I	
n	2	3	1	 pA_I	
insiste	2	3	1	 pA_I	
pas	4	4	3	 pA_I	
on	2	4	1	 pA_I	
va	2	2	1	 pA_I	
pas	3	3	2	 pA_I	
tout	2	2	2	 pA_I	
traiter	3	4	1	 pA_I	
il	2	2	2	 pA_I	
s	2	2	1	 pA_I	
en	2	2	1	 pA_I	
faut	2	3	1	 pA_I	
même	2	2	1	 pA_I	
de	1	2	1	 pA_I	
beaucoup	3	4	1	 pA_I	
et	2	3	2	 pA_I	
on	2	2	1	 pA_I	
va	2	2	1	 pA_I	
même	3	4	2	 pA_I	
aller	3	3	30	 pA_I	
euh	2	2	1	 pA_I	
euh	1	2	1	 pA_I	
passer	3	3	2	 pA_I	
sur	2	3	2	 pA_I	
cel-	2	3	2	 pA_I	
certaines	2	3	1	 pA_I	
choses	3	4	1	 pA_I	
que	2	3	1	 pA_I	
j	1	2	1	 pA_I	
avais	1	2	1	 pA_I	
prévues	2	2	1	 pA_I	
au	2	2	1	 pA_I	
départ	1	2	30	 pA_L	
	 	 	 	 	 
alors	3	3	1	 pA_B	
tout	3	3	2	 pA_I	
d	3	4	1	 pA_I	
abord	3	4	1	 pA_I	
j	3	3	2	 pA_I	
avais	3	3	2	 pA_I	
prévu	3	4	2	 pA_I	
deux	3	3	3	 pA_I	
thèmes	5	7	4	 pA_I	
tout	3	3	3	 pA_I	
d	3	4	2	 pA_I	
abord	3	4	2	 pA_I	
quels	4	4	4	 pA_I	
sont	4	5	4	 pA_I	
les	3	4	2	 pA_I	
événements	3	3	2	 pA_I	
fondateurs	4	6	1	 pA_I	
euh	2	2	2	 pA_I	
euh	3	4	29	 pA_I	
je	2	5	1	 pA_I	
ne	2	2	2	 pA_I	
vais	2	2	1	 pA_I	
pas	3	3	2	 pA_I	
parler	2	3	2	 pA_I	
de	2	3	2	 pA_I	
mythe	4	4	3	 pA_I	
fondateur	3	5	1	 pA_I	
mais	2	2	2	 pA_I	
on	2	2	2	 pA_I	
est	2	2	1	 pA_I	
presque	3	4	2	 pA_I	
là	3	3	2	 pA_I	
dans	2	2	2	 pA_I	
le	2	2	1	 pA_I	
dans	2	2	2	 pA_I	
presque	3	4	2	 pA_I	
dans	2	2	2	 pA_I	
l	3	6	2	 pA_I	
archétype	3	6	2	 pA_I	
euh	2	2	2	 pA_I	
le	4	9	2	 pA_I	
le	4	7	3	 pA_I	
vin	4	5	2	 pA_I	
au	3	4	2	 pA_I	
fond	4	4	2	 pA_I	
c	3	3	2	 pA_I	
est	3	3	2	 pA_I	
quoi	4	5	4	 pA_I	
au	2	4	1	 pA_I	
d	2	2	1	 pA_I	
un	2	2	1	 pA_I	
point	3	3	2	 pA_I	
de	2	2	2	 pA_I	
vue	3	3	2	 pA_I	
euh	2	6	29	 pA_I	
historique	4	7	2	 pA_I	
hein	3	4	2	 pA_I	
puisque	3	4	2	 pA_I	
Alexandre	2	4	29	 pA_I	
Moine	3	3	2	 pA_I	
nous	2	2	2	 pA_I	
euh	2	2	1	 pA_I	
suggère	3	4	2	 pA_I	
fortement	3	4	2	 pA_I	
d	2	3	1	 pA_I	
aller	2	3	1	 pA_I	
d	2	3	2	 pA_I	
aller	2	3	2	 pA_I	
rechercher	4	6	1	 pA_I	
l-	2	3	2	 pA_I	
les	2	3	2	 pA_I	
différents	3	4	2	 pA_I	
seuils	3	5	3	 pA_I	
chronologiques	4	6	3	 pA_I	
qui	3	3	3	 pA_I	
ont	2	3	2	 pA_I	
amené	4	6	30	 pA_I	
à	3	4	2	 pA_I	
des	2	2	2	 pA_I	
à	2	2	2	 pA_I	
des	2	2	2	 pA_I	
évolutions	3	4	2	 pA_I	
dans	2	2	2	 pA_I	
l	2	3	1	 pA_I	
espace	2	3	1	 pA_I	
géographique	3	6	1	 pA_I	
donc	2	3	2	 pA_I	
j	2	3	1	 pA_I	
ai	2	3	1	 pA_I	
essayé	3	3	3	 pA_I	
de	3	3	2	 pA_I	
voir	3	4	2	 pA_I	
qu	3	3	2	 pA_I	
il	3	3	2	 pA_I	
y	3	3	2	 pA_I	
avait	2	3	2	 pA_I	
à	3	3	2	 pA_I	
peu	2	3	2	 pA_I	
près	3	3	2	 pA_I	
trois	3	4	30	 pA_I	
euh	2	2	1	 pA_I	
éléments	3	6	1	 pA_I	
tout	3	4	2	 pA_I	
d	3	4	29	 pA_I	
abord	3	4	29	 pA_I	
le	3	3	2	 pA_I	
vin	3	4	2	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
un	2	2	1	 pA_I	
produit	3	3	2	 pA_I	
qui	2	2	2	 pA_I	
n	2	2	1	 pA_I	
est	2	2	1	 pA_I	
pas	2	3	2	 pA_I	
seulement	2	2	2	 pA_I	
agricole	3	4	2	 pA_I	
mais	2	2	2	 pA_I	
aussi	2	2	2	 pA_I	
culturel	2	4	1	 pA_I	
et	3	4	2	 pA_I	
religieux	3	6	1	 pA_I	
il	3	5	2	 pA_I	
faut	3	4	29	 pA_I	
euh	3	12	29	 pA_I	
bien	2	3	2	 pA_I	
entendu	3	4	2	 pA_I	
euh	2	4	29	 pA_I	
le	2	3	2	 pA_I	
relier	3	3	30	 pA_I	
à	2	3	2	 pA_I	
euh	2	2	2	 pA_I	
à	2	2	2	 pA_I	
la	1	2	29	 pA_I	
religion	2	3	1	 pA_I	
chrétienne	3	4	2	 pA_I	
qui	1	3	30	 pA_I	
a	2	3	2	 pA_I	
assuré	3	5	2	 pA_I	
en	2	3	2	 pA_I	
quelque	2	3	1	 pA_I	
sorte	2	2	1	 pA_I	
son	2	2	1	 pA_I	
expansion	3	5	1	 pA_L	
il	3	3	2	 pA_B	
y	4	4	3	 pA_I	
a	4	4	4	 pA_I	
eu	4	4	4	 pA_I	
toute	5	5	4	 pA_I	
une	3	4	3	 pA_I	
série	3	4	3	 pA_I	
de	3	3	2	 pA_I	
crises	5	5	3	 pA_I	
fondamentales	3	5	2	 pA_I	
au	3	4	2	 pA_I	
cours	3	4	2	 pA_I	
du	2	2	2	 pA_I	
dix	3	4	2	 pA_I	
neuvième	2	3	2	 pA_I	
siècle	5	7	2	 pA_I	
n	1	1	1	 pA_I	
est	1	1	1	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
pas	4	5	3	 pA_I	
qui	2	4	29	 pA_I	
ont	4	5	29	 pA_I	
euh	1	3	29	 pA_I	
entraîné	3	5	29	 pA_I	
euh	2	2	2	 pA_I	
la	2	2	2	 pA_I	
création	3	4	1	 pA_I	
des	2	3	2	 pA_I	
appellations	2	4	1	 pA_I	
d	2	3	1	 pA_I	
origine	2	3	1	 pA_I	
contrôlée	1	2	1	 pA_L	
	 	 	 	 	 
on	2	3	2	 pA_B	
assiste	4	5	30	 pA_I	
dans	4	4	3	 pA_I	
ce	4	4	3	 pA_I	
mouvement	3	3	2	 pA_I	
de	2	2	2	 pA_I	
la	2	2	2	 pA_I	
mondialisation	2	7	1	 pA_I	
à	3	3	2	 pA_I	
un	2	3	2	 pA_I	
rapprochement	3	4	2	 pA_I	
des	2	2	1	 pA_I	
points	2	2	1	 pA_I	
de	1	1	1	 pA_I	
vue	2	3	2	 pA_I	
entre	2	3	2	 pA_I	
finalement	2	3	2	 pA_I	
euh	2	2	30	 pA_I	
les	2	3	1	 pA_I	
vins	3	3	1	 pA_I	
de	2	2	2	 pA_I	
terroir	2	2	1	 pA_I	
et	2	3	29	 pA_I	
euh	2	2	1	 pA_I	
euh	1	2	29	 pA_I	
et	1	2	29	 pA_I	
les	1	2	1	 pA_I	
vins	2	2	1	 pA_I	
aussi	2	2	1	 pA_I	
de	2	2	2	 pA_I	
cépage	1	2	30	 pA_L	
	 	 	 	 	 
alors	2	3	2	 pA_B	
tout	3	4	3	 pA_I	
d	3	4	2	 pA_I	
abord	3	4	2	 pA_I	
le	3	3	2	 pA_I	
vin	3	3	2	 pA_I	
un	2	3	29	 pA_I	
produit	3	3	2	 pA_I	
culturel	3	5	1	 pA_I	
je	2	3	2	 pA_I	
voulais	2	3	2	 pA_I	
vous	2	3	1	 pA_I	
parler	2	2	2	 pA_I	
du	2	2	1	 pA_I	
banquet	2	3	1	 pA_I	
de	2	2	2	 pA_I	
Platon	3	5	2	 pA_I	
hein	2	3	2	 pA_I	
qui	2	3	2	 pA_I	
me	2	2	1	 pA_I	
paraît	3	3	2	 pA_I	
euh	2	2	1	 pA_I	
un	3	3	3	 pA_I	
des	2	3	2	 pA_I	
éléments	2	3	2	 pA_I	
euh	2	2	2	 pA_I	
fondamentaux	4	6	2	 pA_I	
dans	2	2	1	 pA_I	
cette	2	2	1	 pA_I	
euh	2	2	1	 pA_I	
euh	5	5	4	 pA_I	
dans	2	3	2	 pA_I	
cette	2	3	2	 pA_I	
quête	4	4	2	 pA_I	
de	2	2	1	 pA_I	
de	2	2	1	 pA_I	
comment	2	3	2	 pA_I	
dire	2	3	2	 pA_I	
de	2	2	2	 pA_I	
la	2	2	2	 pA_I	
vérité	3	4	1	 pA_I	
sur	2	3	1	 pA_I	
le	2	2	1	 pA_I	
vin	4	6	1	 pA_I	
donc	3	3	2	 pA_I	
euh	2	2	2	 pA_I	
euh	1	2	29	 pA_I	
Platon	3	4	2	 pA_I	
mais	3	4	2	 pA_I	
aussi	2	2	1	 pA_I	
d	4	6	1	 pA_I	
autres	4	6	1	 pA_I	
évoquent	3	4	2	 pA_I	
le	2	3	2	 pA_I	
symposium	3	4	1	 pA_I	
grec	4	7	1	 pA_I	
où	2	2	2	 pA_I	
les	2	3	2	 pA_I	
convives	3	4	2	 pA_I	
se	2	3	2	 pA_I	
passent	3	3	2	 pA_I	
un	2	3	2	 pA_I	
cratère	3	4	1	 pA_I	
où	2	2	29	 pA_I	
dans	2	2	2	 pA_I	
lequel	3	4	2	 pA_I	
il	2	2	2	 pA_I	
y	2	2	29	 pA_I	
a	2	3	29	 pA_I	
de	2	2	2	 pA_I	
l	2	3	2	 pA_I	
eau	2	3	2	 pA_I	
et	2	3	2	 pA_I	
du	2	2	1	 pA_I	
vin	3	4	1	 pA_I	
et	3	4	3	 pA_I	
ils	3	4	29	 pA_I	
font	4	4	2	 pA_I	
l	3	4	2	 pA_I	
éloge	3	4	2	 pA_I	
de	2	2	2	 pA_I	
l	3	6	2	 pA_I	
amour	3	6	2	 pA_I	
mais	2	2	1	 pA_I	
pas	3	4	3	 pA_I	
seulement	3	4	2	 pA_I	
n	3	4	2	 pA_I	
est	3	4	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
pas	4	4	3	 pA_I	
lors	2	3	2	 pA_I	
de	2	2	2	 pA_I	
ces	2	2	2	 pA_I	
banquets	3	5	2	 pA_I	
et	3	3	2	 pA_I	
en	3	3	3	 pA_I	
quelque	3	4	2	 pA_I	
sorte	4	4	2	 pA_I	
ils	3	3	3	 pA_I	
se	3	4	3	 pA_I	
lancent	3	4	2	 pA_I	
des	3	3	2	 pA_I	
défis	3	4	2	 pA_I	
et	3	4	3	 pA_I	
ils	3	4	2	 pA_I	
essayent	4	5	3	 pA_I	
de	2	4	2	 pA_I	
de	2	2	1	 pA_I	
finalement	3	5	2	 pA_I	
de	3	4	1	 pA_I	
de	2	3	2	 pA_I	
faire	4	5	2	 pA_I	
le	3	4	2	 pA_I	
l	3	4	2	 pA_I	
éloge	3	4	2	 pA_I	
qui	3	4	3	 pA_I	
sera	3	4	2	 pA_I	
le	3	4	2	 pA_I	
le	2	2	2	 pA_I	
plus	3	4	3	 pA_I	
apprécié	3	4	2	 pA_I	
par	3	4	3	 pA_I	
tous	4	5	2	 pA_I	
hein	2	2	1	 pA_L	
	 	 	 	 	 
bien	2	3	1	 pA_U	
	 	 	 	 	 
euh	2	5	2	 pA_B	
et	5	8	3	 pA_I	
c	3	4	2	 pA_I	
est	3	4	2	 pA_I	
ainsi	4	5	2	 pA_I	
que	3	5	2	 pA_I	
serait	2	3	2	 pA_I	
né	3	4	2	 pA_I	
entre	2	3	2	 pA_I	
guillemets	2	4	1	 pA_I	
là	2	2	2	 pA_I	
c	2	5	1	 pA_I	
est	2	5	1	 pA_I	
mon	2	3	2	 pA_I	
interprétation	2	3	1	 pA_I	
personnelle	2	3	1	 pA_I	
bien	2	2	1	 pA_I	
entendu	2	5	1	 pA_I	
euh	2	3	1	 pA_I	
euh	1	2	1	 pA_I	
je	1	1	1	 pA_I	
je	2	2	2	 pA_I	
me	1	2	1	 pA_I	
permets	2	2	1	 pA_I	
de	1	2	1	 pA_I	
le	1	1	1	 pA_I	
dire	4	5	3	 pA_I	
la	2	2	1	 pA_I	
philosophie	2	4	1	 pA_I	
en	2	3	2	 pA_I	
Grèce	3	3	1	 pA_I	
puisque	2	3	2	 pA_I	
au	2	3	2	 pA_I	
fond	3	3	2	 pA_I	
du	2	2	2	 pA_I	
verre	2	3	1	 pA_I	
on	1	2	1	 pA_I	
va	2	2	1	 pA_I	
re-	2	2	1	 pA_I	
on	2	3	30	 pA_I	
va	2	2	1	 pA_I	
retrouver	2	3	1	 pA_I	
la	3	3	2	 pA_I	
vérité	2	2	1	 pA_I	
voilà	3	5	1	 pA_L	
	 	 	 	 	 
alors	3	3	2	 pA_B	
je	4	4	4	 pA_I	
tiens	5	5	4	 pA_I	
juste	5	5	3	 pA_I	
aussi	5	14	2	 pA_I	
à	2	2	2	 pA_I	
préciser	4	7	2	 pA_I	
que	4	5	3	 pA_I	
cette	3	4	3	 pA_I	
manière	5	6	3	 pA_I	
de	2	2	2	 pA_I	
faire	5	7	2	 pA_I	
elle	3	3	2	 pA_I	
est	3	3	3	 pA_I	
toujours	3	4	2	 pA_I	
vivante	3	7	1	 pA_I	
là	3	3	2	 pA_I	
je	3	4	3	 pA_I	
l	3	4	3	 pA_I	
ai	3	4	3	 pA_I	
notée	3	4	2	 pA_I	
à	2	3	1	 pA_I	
propos	3	3	1	 pA_I	
de	2	2	1	 pA_I	
l	3	6	1	 pA_I	
Arménie	3	6	1	 pA_I	
c	1	2	29	 pA_I	
est	1	2	29	 pA_I	
ce	1	2	1	 pA_I	
que	2	2	1	 pA_I	
euh	2	3	1	 pA_I	
m	2	2	1	 pA_I	
a	2	2	1	 pA_I	
dit	2	2	1	 pA_I	
Françoise	2	2	1	 pA_I	
euh	2	2	2	 pA_I	
Ardillier	2	3	1	 pA_I	
qui	2	2	1	 pA_I	
travaille	2	2	1	 pA_I	
sur	2	2	1	 pA_I	
l	3	6	1	 pA_I	
Arménie	3	6	1	 pA_I	
mais	2	3	2	 pA_I	
vous	3	3	2	 pA_I	
avez	4	5	2	 pA_I	
aussi	4	5	3	 pA_I	
des	3	4	2	 pA_I	
chansons	4	5	2	 pA_I	
à	3	4	2	 pA_I	
réponses	4	6	2	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
comme	2	2	1	 pA_I	
ça	3	4	3	 pA_I	
que	2	3	2	 pA_I	
je	2	2	1	 pA_I	
les	1	2	1	 pA_I	
appelle	2	4	1	 pA_I	
notamment	3	5	2	 pA_I	
dans	2	2	2	 pA_I	
le	1	2	1	 pA_I	
sud	2	3	2	 pA_I	
ouest	2	3	1	 pA_I	
français	2	7	1	 pA_I	
par	2	2	1	 pA_I	
exemple	2	3	1	 pA_I	
en	2	3	2	 pA_I	
revenant	3	4	1	 pA_I	
de	2	3	2	 pA_I	
Bidarray	2	3	1	 pA_I	
je	3	3	2	 pA_I	
ne	2	3	1	 pA_I	
sais	2	2	1	 pA_I	
pas	2	3	2	 pA_I	
si	2	2	1	 pA_I	
vous	1	1	1	 pA_I	
connaissez	2	3	1	 pA_I	
cette	2	2	1	 pA_I	
chanson	1	2	1	 pA_I	
là	3	4	1	 pA_I	
et	3	3	2	 pA_I	
euh	2	2	2	 pA_I	
si	 NA	 NA	 NA	 pA_I	
vous	2	2	2	 pA_I	
voulez	2	3	2	 pA_I	
une	2	3	2	 pA_I	
fois	4	4	3	 pA_I	
que	2	4	2	 pA_I	
on	2	2	2	 pA_I	
a	2	2	2	 pA_I	
bien	3	3	1	 pA_I	
mangé	3	3	2	 pA_I	
bien	2	3	2	 pA_I	
bu	2	2	2	 pA_I	
ensemble	3	4	1	 pA_I	
n	2	4	2	 pA_I	
est	2	4	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
pas	3	4	3	 pA_I	
y	3	4	3	 pA_I	
a	2	3	2	 pA_I	
quelqu	3	4	2	 pA_I	
un	3	4	2	 pA_I	
qui	2	3	2	 pA_I	
commence	2	3	2	 pA_I	
la	2	2	1	 pA_I	
chanson	3	4	1	 pA_I	
et	4	5	3	 pA_I	
puis	4	4	3	 pA_I	
chaque	3	5	2	 pA_I	
strophe	3	3	2	 pA_I	
doit	2	3	2	 pA_I	
terminer	2	3	1	 pA_I	
par	2	3	1	 pA_I	
le	2	2	2	 pA_I	
mot	2	2	2	 pA_I	
aïe	1	2	1	 pA_L	
	 	 	 	 	 
alors	2	2	1	 pA_B	
vous	2	3	1	 pA_I	
le	2	3	2	 pA_I	
vous	2	2	2	 pA_I	
allez	2	3	2	 pA_I	
sur	2	3	1	 pA_I	
internet	1	2	1	 pA_I	
vous	1	2	1	 pA_I	
verrez	1	2	1	 pA_I	
y	2	2	2	 pA_I	
a	1	2	1	 pA_I	
une	1	1	1	 pA_I	
petite	2	2	1	 pA_I	
interprétation	1	2	1	 pA_I	
très	2	2	2	 pA_I	
personnelle	2	2	1	 pA_I	
de	2	2	1	 pA_I	
cette	1	1	1	 pA_I	
chanson	1	1	30	 pA_I	
là	1	2	1	 pA_L	
	 	 	 	 	 
je	2	2	1	 pA_B	
n	1	2	1	 pA_I	
insisterai	1	2	1	 pA_I	
pas	2	3	2	 pA_I	
ici	3	7	30	 pA_I	
il	1	2	30	 pA_I	
y	2	2	1	 pA_I	
a	2	2	2	 pA_I	
des	1	1	1	 pA_I	
oreilles	1	2	1	 pA_I	
qui	1	1	1	 pA_I	
ne	1	1	1	 pA_I	
pourraient	1	1	1	 pA_I	
pas	2	2	2	 pA_I	
le	2	2	1	 pA_I	
supporter	1	2	1	 pA_L	
	 	 	 	 	 
voilà	2	2	30	 pA_U	
	 	 	 	 	 
bien	2	3	1	 pA_U	
	 	 	 	 	 
donc	3	4	2	 pA_B	
les	3	4	3	 pA_I	
origines	3	4	2	 pA_I	
caucasiennes	3	4	1	 pA_I	
de	2	5	1	 pA_I	
la	2	2	2	 pA_I	
vigne	3	5	1	 pA_I	
je	2	4	1	 pA_I	
passe	4	5	2	 pA_I	
j	3	4	3	 pA_I	
en	3	4	3	 pA_I	
arrive	4	5	3	 pA_I	
à	3	3	3	 pA_I	
aussi	3	5	2	 pA_I	
à	3	4	29	 pA_I	
ce	2	4	30	 pA_I	
deuxième	4	4	3	 pA_I	
élément	3	4	2	 pA_I	
euh	2	2	2	 pA_I	
fondamenteur	3	6	2	 pA_I	
fondamental	3	6	2	 pA_I	
pardon	3	5	2	 pA_I	
c	4	5	3	 pA_I	
est	4	5	3	 pA_I	
les	2	2	2	 pA_I	
noces	3	4	2	 pA_I	
de	3	3	3	 pA_I	
Cana	3	5	2	 pA_I	
vues	3	5	2	 pA_I	
au	3	4	2	 pA_I	
travers	3	4	2	 pA_I	
du	3	3	2	 pA_I	
tableau	3	3	2	 pA_I	
de	2	3	2	 pA_I	
Véronèse	2	5	1	 pA_I	
qui	3	4	3	 pA_I	
ne	3	3	3	 pA_I	
fait	4	4	2	 pA_I	
qu	3	5	2	 pA_I	
interpréter	3	5	2	 pA_I	
ce	2	3	2	 pA_I	
qu	3	4	2	 pA_I	
il	3	4	2	 pA_I	
a	2	2	2	 pA_I	
lu	4	4	2	 pA_I	
euh	2	4	2	 pA_I	
dans	3	3	2	 pA_I	
notamment	3	5	2	 pA_I	
dans	3	4	2	 pA_I	
l	2	4	1	 pA_I	
Évangile	2	4	1	 pA_I	
de	2	2	2	 pA_I	
Jean	1	2	1	 pA_L	
donc	3	4	2	 pA_B	
à	3	4	2	 pA_I	
des	3	3	2	 pA_I	
noces	4	4	3	 pA_I	
bien	2	3	2	 pA_I	
sûr	4	4	3	 pA_I	
les	2	3	2	 pA_I	
deux	3	3	3	 pA_I	
personnages	3	4	2	 pA_I	
clés	3	4	2	 pA_I	
sont	4	5	3	 pA_I	
les	3	3	2	 pA_I	
jeunes	2	3	2	 pA_I	
mariés	4	6	1	 pA_I	
ici	4	5	3	 pA_I	
euh	2	3	29	 pA_I	
vous	3	4	2	 pA_I	
n	3	4	2	 pA_I	
avez	3	4	2	 pA_I	
pas	3	4	3	 pA_I	
les	2	3	2	 pA_I	
deux	3	3	2	 pA_I	
personnages	2	3	1	 pA_I	
clés	3	3	2	 pA_I	
le	2	2	2	 pA_I	
le	2	2	2	 pA_I	
marié	3	3	2	 pA_I	
et	2	2	29	 pA_I	
sa	2	2	1	 pA_I	
femme	4	4	3	 pA_I	
et	2	3	2	 pA_I	
la	2	2	2	 pA_I	
mariée	3	4	1	 pA_I	
mais	3	7	2	 pA_I	
ils	4	7	2	 pA_I	
sont	4	5	3	 pA_I	
sur	3	3	2	 pA_I	
un	3	3	3	 pA_I	
coin	4	5	2	 pA_I	
du	2	3	2	 pA_I	
tableau	3	5	1	 pA_I	
comme	3	4	2	 pA_I	
d	3	4	2	 pA_I	
ailleurs	3	4	2	 pA_I	
dans	2	2	2	 pA_I	
l	2	2	2	 pA_I	
Évangile	2	2	2	 pA_I	
de	2	2	1	 pA_I	
Jean	4	6	1	 pA_I	
puisque	4	5	3	 pA_I	
finalement	3	4	2	 pA_I	
on	3	4	2	 pA_I	
sait	3	3	2	 pA_I	
très	4	4	3	 pA_I	
peu	3	3	3	 pA_I	
de	3	3	3	 pA_I	
choses	3	4	2	 pA_I	
sur	3	3	2	 pA_I	
ces	2	3	2	 pA_I	
mariés	2	2	1	 pA_I	
là	1	1	30	 pA_L	
	 	 	 	 	 
par	3	3	3	 pA_B	
contre	6	6	5	 pA_I	
ce	4	5	3	 pA_I	
que	3	4	2	 pA_I	
l	2	3	2	 pA_I	
on	2	3	2	 pA_I	
sait	5	7	2	 pA_I	
c	4	4	2	 pA_I	
est	4	4	2	 pA_I	
que	7	17	4	 pA_I	
à	3	3	3	 pA_I	
un	3	3	3	 pA_I	
moment	3	3	2	 pA_I	
donné	4	5	2	 pA_I	
durant	3	4	2	 pA_I	
ces	2	3	2	 pA_I	
noces	3	3	2	 pA_I	
de	2	2	2	 pA_I	
Cana	3	5	1	 pA_I	
hé	2	3	2	 pA_I	
bien	4	5	2	 pA_I	
le	3	3	2	 pA_I	
vin	4	6	2	 pA_I	
vint	3	5	1	 pA_I	
à	4	4	4	 pA_I	
manquer	3	4	2	 pA_L	
	 	 	 	 	 
grave	3	3	2	 pA_B	
erreur	4	6	2	 pA_I	
n	2	2	2	 pA_I	
est	2	2	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
pas	4	5	4	 pA_I	
euh	2	2	29	 pA_I	
à	2	2	2	 pA_I	
la	3	3	2	 pA_I	
fois	3	4	2	 pA_I	
pour	3	3	2	 pA_I	
les	2	2	2	 pA_I	
parents	3	4	2	 pA_I	
des	2	2	2	 pA_I	
mariés	3	5	2	 pA_I	
et	3	5	3	 pA_I	
même	2	3	2	 pA_I	
aussi	3	5	2	 pA_I	
pour	3	4	2	 pA_I	
les	2	2	2	 pA_I	
mariés	3	4	2	 pA_I	
ils	2	2	1	 pA_I	
vont	2	3	2	 pA_I	
donc	4	4	2	 pA_I	
rater	4	5	2	 pA_I	
en	4	5	2	 pA_I	
quelque	2	3	2	 pA_I	
sorte	3	4	3	 pA_I	
leurs	2	2	1	 pA_I	
noces	3	5	1	 pA_I	
et	4	5	4	 pA_I	
Marie	3	4	2	 pA_I	
intervient	3	4	2	 pA_I	
personnellement	2	4	1	 pA_I	
pour	3	4	3	 pA_I	
que	4	13	2	 pA_I	
Jésus	3	5	1	 pA_I	
fasse	3	4	3	 pA_I	
quelque	3	4	2	 pA_I	
chose	2	3	1	 pA_L	
	 	 	 	 	 
ce	3	3	3	 pA_B	
qui	3	3	2	 pA_I	
veut	3	4	2	 pA_I	
ce	4	4	3	 pA_I	
qui	4	4	3	 pA_I	
signifie	5	6	4	 pA_I	
aussi	4	5	3	 pA_I	
d	2	3	2	 pA_I	
une	2	3	2	 pA_I	
manière	2	3	1	 pA_I	
implicite	3	5	1	 pA_I	
que	3	4	2	 pA_I	
déjà	4	5	3	 pA_I	
elle	2	4	2	 pA_I	
l	2	2	2	 pA_I	
avait	2	2	2	 pA_I	
vu	2	3	2	 pA_I	
à	2	2	2	 pA_I	
l	2	3	1	 pA_I	
oeuvre	2	3	1	 pA_I	
quelque	2	3	2	 pA_I	
part	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
et	2	2	2	 pA_B	
c	3	4	2	 pA_I	
était	3	4	2	 pA_I	
fondamental	2	3	2	 pA_L	
	 	 	 	 	 
et	3	3	2	 pA_B	
donc	4	5	2	 pA_I	
euh	2	3	2	 pA_I	
lui	4	4	2	 pA_I	
réclame	3	4	2	 pA_I	
lui	3	3	2	 pA_I	
répond	3	3	2	 pA_I	
mais	2	3	2	 pA_I	
femme	3	3	2	 pA_I	
que	3	4	3	 pA_I	
me	2	3	2	 pA_I	
veux	2	3	2	 pA_I	
tu	3	3	3	 pA_I	
mon	2	3	2	 pA_I	
air	3	3	2	 pA_I	
mon	2	3	2	 pA_I	
heure	3	3	2	 pA_I	
n	3	3	2	 pA_I	
est	3	3	2	 pA_I	
pas	2	2	2	 pA_I	
venue	4	7	2	 pA_I	
et	6	14	4	 pA_I	
euh	5	14	2	 pA_I	
sans	4	4	3	 pA_I	
faire	4	4	3	 pA_I	
attention	3	3	2	 pA_I	
à	2	2	2	 pA_I	
sa	2	3	2	 pA_I	
réponse	2	2	1	 pA_I	
d	2	4	1	 pA_I	
ailleurs	2	4	1	 pA_I	
elle	2	3	2	 pA_I	
dit	3	3	2	 pA_I	
au	2	3	2	 pA_I	
serviteur	3	4	1	 pA_I	
faites	3	3	3	 pA_I	
tout	5	5	4	 pA_I	
ce	3	4	3	 pA_I	
qu	4	4	4	 pA_I	
il	4	4	4	 pA_I	
vous	4	5	3	 pA_I	
dira	3	4	1	 pA_L	
	 	 	 	 	 
bien	2	2	2	 pA_B	
entendu	3	10	2	 pA_I	
il	2	2	1	 pA_I	
il	2	3	2	 pA_I	
fait	3	3	2	 pA_I	
remplir	3	3	2	 pA_I	
les	2	2	2	 pA_I	
jarres	2	3	2	 pA_I	
d	4	5	2	 pA_I	
eau	4	5	2	 pA_I	
et	3	3	3	 pA_I	
et	2	2	30	 pA_I	
et	2	2	2	 pA_I	
dans	2	2	2	 pA_I	
et	4	6	2	 pA_I	
après	2	3	2	 pA_I	
il	3	3	2	 pA_I	
le	2	2	2	 pA_I	
demande	3	3	2	 pA_I	
au	2	2	2	 pA_I	
serviteur	3	4	2	 pA_I	
d	2	2	2	 pA_I	
aller	2	2	2	 pA_I	
